mukey,muname,comppct_r,compname,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,claytotal_r,sandtotal_r,silttotal_r,cec7_r,awc_r,field_id
62341,Holcomb silt loam,90,Holcomb,Somewhat poorly drained,0,46,4,6.1,22.5,22.4,55.1,22.5,0.2,WV_AG_047
62341,Holcomb silt loam,90,Holcomb,Somewhat poorly drained,46,61,2,6.1,27.5,18,54.5,22.5,0.19,WV_AG_047
62341,Holcomb silt loam,90,Holcomb,Somewhat poorly drained,61,152,0.75,6.7,45,26.1,28.9,32.5,0.04,WV_AG_047
62341,Holcomb silt loam,2,Concord,Poorly drained,0,20,3,6.1,22.5,22.4,55.1,20,0.2,WV_AG_047
62341,Holcomb silt loam,2,Dayton,Poorly drained,0,13,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_047
62341,Holcomb silt loam,2,Dayton,Poorly drained,13,30,0.75,5.6,28,17.8,54.2,15,0.21,WV_AG_047
62341,Holcomb silt loam,2,Concord,Poorly drained,20,79,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_047
62341,Holcomb silt loam,2,Dayton,Poorly drained,30,152,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_047
62341,Holcomb silt loam,2,Concord,Poorly drained,79,152,0.25,6.7,27.5,18,54.5,20,0.2,WV_AG_047
62369,"Malabon silty clay loam, occasionally flooded",95,Malabon,Well drained,0,38,5,6.1,31,18.1,50.9,25,0.19,WV_AG_047
62369,"Malabon silty clay loam, occasionally flooded",95,Malabon,Well drained,38,152,2.25,6.7,40,8,52,25,0.19,WV_AG_047
62412,"Steiwer silt loam, 3 to 12 percent slopes",85,Steiwer,Well drained,0,38,3.5,5.8,23.5,21.7,54.8,15,0.19,WV_AG_047
62412,"Steiwer silt loam, 3 to 12 percent slopes",85,Steiwer,Well drained,38,66,1.5,5.6,31,18.1,50.9,17.5,0.19,WV_AG_047
62412,"Steiwer silt loam, 3 to 12 percent slopes",85,Steiwer,Well drained,66,76,,,,,,,,WV_AG_047
62438,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,0,43,4,6.1,15,14,71,15,0.2,WV_AG_047
62438,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,43,107,1.75,6.1,27.5,7.1,65.4,15,0.2,WV_AG_047
62438,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,107,175,0.25,6.1,28,7,65,12.5,0.2,WV_AG_047
62650,Chapman loam,85,Chapman,Well drained,0,20,3.5,6.1,22.5,39.8,37.7,15,0.2,WV_AG_048
62650,Chapman loam,85,Chapman,Well drained,20,107,2,6.1,27.5,37.2,35.3,15,0.15,WV_AG_048
62650,Chapman loam,85,Chapman,Well drained,107,127,0.65,6.7,12.5,67.9,19.6,7.5,0.09,WV_AG_048
62650,Chapman loam,85,Chapman,Well drained,127,152,0.3,7,7.5,68.5,24,5,0.07,WV_AG_048
62737,Malabon silty clay loam,90,Malabon,Well drained,0,30,5,6.1,31,20,49,25,0.19,WV_AG_048
62737,Malabon silty clay loam,90,Malabon,Well drained,30,107,2.25,6.2,41,7.9,51.1,25,0.19,WV_AG_048
62737,Malabon silty clay loam,90,Malabon,Well drained,107,152,0.25,6.7,27.5,34.7,37.8,15,0.19,WV_AG_048
64073,Camas gravelly sandy loam,85,Camas,Excessively drained,0,23,2,6.5,7.5,68.8,23.7,15,0.08,WV_AG_049
64073,Camas gravelly sandy loam,85,Camas,Excessively drained,23,152,0.5,6.5,2.5,96,1.5,7.5,0.04,WV_AG_049
64078,Cloquato silt loam,85,Cloquato,Well drained,0,23,7.5,6.1,10,21.2,68.8,17.5,0.21,WV_AG_049
64078,Cloquato silt loam,85,Cloquato,Well drained,23,104,2.5,6.7,10,21.2,68.8,7.5,0.2,WV_AG_049
64078,Cloquato silt loam,85,Cloquato,Well drained,104,211,0.5,6.7,7.5,21.7,70.8,3.5,0.14,WV_AG_049
64142,Newberg silt loam,100,Newberg,Well drained,0,25,3,6.1,11,32.6,56.4,20,0.22,WV_AG_049
64142,Newberg silt loam,100,Newberg,Well drained,25,152,0.75,6.1,10,66.9,23.1,20,0.14,WV_AG_049
64173,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,0,43,4,6.1,15,14,71,15,0.2,WV_AG_050
64173,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,43,81,1.75,6.1,27.5,7.1,65.4,15,0.2,WV_AG_050
64173,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,81,173,0.25,6.1,22.5,7.2,70.3,12.5,0.2,WV_AG_050
