soil_var,correlation,p_value
cec,-0.6805844909550587,5.397678852542603e-08
clay_pct,-0.4075869450183173,0.003304208351356768
sand_pct,0.3591977829985861,0.010413257287253432
om_pct,0.35656276395918424,0.011032842667246792
ph,-0.14776185992076607,0.3058154181234032
silt_pct,-0.13186669491842298,0.3613218080116365
awc,0.05977608825382505,0.6800762687064141
