variable,winter_wheat_mean,other_hay_mean,difference,t_statistic,p_value,significant
om_pct,2.661105378583633,1.8308823529411764,0.8302230256424565,0.6805489384585193,0.4995682581061064,No
ph,6.067825502241713,6.172058823529412,-0.10423332128769847,-0.4568709941778127,0.6499140019407097,No
clay_pct,30.034674584847835,34.39607843137255,-4.361403846524716,-0.6675998664397103,0.5077246888749034,No
cec,21.487295471214022,25.0661220043573,-3.5788265331432783,-1.0264572002513792,0.31004370136046067,No
